排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 324.15 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,69.9,100,341,341,68.55,48.36,7.06,72.95,137.4,7.86,15.46,3.43,3.63,32,1124,601,912,3262,12529,372,45.968,-1972.5230000000001,-971.2920000000003,-4624.229,807.967,286.284,2263.353,9678.741,3,2,94760004,1193.4270000000001,1204.2490000000003,20.84,-906,-2713,-3928,-15405,-1028.305,-3452.2340000000004,-4438.894,-15761.107,52.85,58.22,52.71,69.23,true,true,1.42,2.1,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；內部人最高設質比例達50%以上；官方資料出現裁處或資訊申報違規紀錄
12,2059,川湖,TWSE,電子零組件業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 6,478.99 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",69.7,100,7975,7975,220.52,98.95,67.06,20.2,547.07,36.58,68.31,23.42,0.66,32,20,19,56,196,364,49,4.221,-39.964,-20.72399999999999,179.904,68.218,368.525,595.509,724.924,5,0,2856068750,56.53699999999999,69.15599999999999,23.75,-123,-444,-677,-626,-101.722,-465.02599999999995,-685.3889999999999,-609.0300000000001,57.06,41.97,54.29,17.32,false,true,2.69,-0.25,外資持股5/10日下降，且外資5日賣超
13,2330,台積電,TWSE,半導體業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 2,309.95 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",69.4,100,2410,2410,67.87,35.61,58.1,31.5,248.83,22.08,31.19,10.21,0.95,66,5922,9693,12728,19194,31169,90,4002.406,-50131.90399999999,-65953.32599999999,-118681.36499999996,1048.697,4310.228999999999,6532.171,15485.658,4,1,9999731280,11472.185000000001,12535.283,69.33,-1897,-64906,-87342,-167809,-1672.128,-65914.318,-85020.78,-152949.673,51.5,39.26,37.35,43.08,true,true,0.36,-0.41,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
14,6277,宏正,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 72.23 且法人籌碼轉弱，再改為減碼。,69.3,100,79.3,79.3,35.12,12.79,14.42,32.83,208.56,1.08,23.38,1.95,4.61,2,3,37,37,37,37,0,-802.667,144.87499999999983,157.3059999999998,274.55699999999985,3,37,37,37,2,0,2812000,2.99,6.420999999999999,9.57,-812,-14,-41,176,-806.97,104.88499999999999,113.88499999999999,232.668,64.23,62.09,62.49,61.29,false,true,7.28,7.02,ETF加碼，但外資持股5/10日同步下降；ETF加碼金額或跨基金共識不足；內部人最高設質比例達50%以上
15,9958,世紀鋼,TWSE,鋼鐵工業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 114.08 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,69.1,100,115,115,64.09,29.18,28.83,49.86,123.34,2.63,14.41,2.43,3.98,4,0,6,14,41,227,11,61.67,-528.252,-946.839,-1080.0790000000004,0,12,38,225,2,1,1356000,37.41600000000001,-11.288999999999982,9.45,83,-589,-894,-1754,95.713,-577.6679999999999,-973.55,-1443.351,49.86,38.99,36.84,43.27,true,true,-0.51,-1.29,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足；內部人最高設質比例達50%以上
16,2610,華航,TWSE,航運業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 20.73 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,68.7,100,21.45,21.45,28.82,16.09,11.29,70.94,74.06,0.85,8.18,1.24,3.87,16,6170,12685,13285,17935,83131,0,7409.917,16028.265,28255.751999999997,170461.47,6164,-29199.625,-24572.118000000002,40475.88399999999,2,3,-611732144,-1281.3939999999998,-2824.5649999999996,15.41,2462,49168,58463,116007,1435.561,46509.284,55652.435000000005,117878.15000000002,51.17,40.39,28.04,65.07,false,false,0.14,5.15,投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎
17,3022,威強電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 79.58 且法人籌碼轉弱，再改為減碼。,68.4,100,86.1,86.1,79.97,18.78,2.29,27.05,323.07,0.96,22.18,1.2,4.47,2,0,0,0,0,39,0,-53.223,234.069,2186.471,90.2500000000001,0,0,0,39.298,0,0,0,-24.817,-18.103999999999992,18.78,-51,119,2218,417,-63.51,258.88599999999997,2204.575,60.0629999999999,53.6,27.46,27.82,26.73,false,false,1.79,-0.23,單季稅前獲利對營業外貢獻依賴偏高
18,6691,洋基工程,TWSE,其他電子業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 692.52 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,67.7,100,721,721,115.19,84.29,15.74,73.14,132.4,7.19,25.68,14.03,3.17,11,71,144,142,1310,3884,36,-175.447,-790.9929999999999,-1595.5409999999997,-948.6459999999994,71,185,1353.2,3922.2,4,1,128205000,11.901,12.874999999999998,13.76,-273,-1030,-2897,-4815,-257.237,-987.894,-2961.6160000000004,-4887.640000000001,50.49,35.95,37.22,33.43,false,true,-0.28,2.27,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；內部人最高設質比例達50%以上
19,2006,東和鋼鐵,TWSE,鋼鐵工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 69.17 且法人籌碼轉弱，再改為減碼。,67.2,100,71.5,71.5,9.01,-1.3,10.22,37.35,152.88,1.66,10.56,1.58,6.14,11,611,975,1383,2350,-22505,29,-681.959,5970.6539999999995,7454.068,12740.014,609.558,1375.9650000000001,2335.918,-22704.441000000003,5,0,96317550,24.027,9.340000000000003,24.55,-1184,4572,5244,35606,-1272.917,4570.662,5108.81,35684.644,59.81,65.72,67.5,62.17,false,true,2.24,1.85,累計營收負成長且當月改善不足
20,2887,台新新光金,TWSE,金融保險業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 30.11 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,66.8,100,34.7,34.7,329.5,334.28,,93.39,,0.82,17.23,1.54,3.13,33,63525,94174,120299,151789,185522,9018,-794.086,33154.441999999995,85361.48199999999,189955.80900000004,54328.43,102005.015,125129.50499999998,147395.65999999997,5,0,3585476277,27153.177,29808.892,23.09,-63904,-125205,-103195,-11340,-63153.407,-96003.75,-69576.91500000001,5780.805999999993,62.15,40.63,53.06,15.77,false,false,2.11,-1.14,外資持股5/10日下降，且外資5日賣超；2日內除權息，等待價格重置；借券賣出與借券賣出餘額壓力升高
21,3413,京鼎,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 325.16 且法人籌碼轉弱，再改為減碼。,66.8,100,335,335,39.75,17.7,13.07,42.48,150.31,4.28,19.07,2.5,3.06,3,0,0,0,0,0,0,-352.106,2406.4040000000005,4509.133,9098.652,0,88,1599,1484,1,0,31592000,162.34300000000002,153.31500000000003,28.58,18,2171,2528,7153,-248.471,2156.061,2756.818,7396.825000000003,49.83,58.54,65.03,45.56,false,true,-1.29,-0.74,當下除權息調整價未守20日EMA；內部人最高設質比例達50%以上
22,5388,中磊,TWSE,通信網路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 83.19 且法人籌碼轉弱，再改為減碼。,66.8,100,85.1,85.1,70.83,58.09,2.94,69.5,131.55,1.01,20.7,1.58,3.02,2,0,0,0,-178,-2286,0,-664.032,4828.159000000001,9736.405,3694.8999999999983,0,372,194,-1913.414,1,0,30801600,178.19199999999995,950.602,21.69,-628,3872,7585,7119,-648.285,4277.967,8591.803,5187.228,53.01,36.41,47.68,13.85,false,true,1.36,-0.7,內部人最高設質比例達50%以上
23,2317,鴻海,TWSE,其他電子業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 245.77 且法人籌碼轉弱，再改為減碼。,66.7,100,246,246,52.11,34.99,3.57,61.98,145.13,3.56,16.65,1.84,3.06,41,3372,2573,4850,12928,25265,-301,3922.279,10186.825,-8366.282,-164155.334,449.8,-967.3020000000001,4263.323,10260.9,2,3,-226832319,8820.710000000001,7568.837000000001,39.9,1272,8745,-5682,-171960,60.865,2333.4169999999995,-20198.442000000003,-180568.14,50.06,55.77,40.86,85.58,false,false,0.91,4.46,主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
24,6505,台塑化,TWSE,油電燃氣業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 58.81 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,66.7,100,85.4,85.4,18.46,8.2,15.13,17.92,451.26,2.14,27.85,1.97,1.54,10,290,4706,6775,7911,8021,5328,11117.302,61411.31799999999,83236.25,90979.239,76.46,12433.573,13296.431999999999,12506.520999999999,4,1,966088622,4643.131,5256.658,7,11133,44280,64636,72564,11002.422,44334.614,64683.16,73413.47400000002,80.54,90.72,87.77,96.63,true,true,28.45,29,短線過熱或乖離過大；KD高檔死亡交叉，等待動能確認；高波動且5日漲幅過大；融資增幅與短線漲幅同步偏高
25,5871,中租-KY,TWSE,其他,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 115.02 且法人籌碼轉弱，再改為減碼。,66.6,100,123.5,123.5,-0.82,-2,30.94,79.13,112.36,3.26,11.47,1.2,4.9,29,3207,7257,8179,6990,3398,587,7091.866,19372.858,16945.148,12548.926,3150.654,8099.139,6877.649999999998,3234.823999999998,5,0,992144528,1298.7350000000001,1736.165,44.2,4733,13350,13840,20538,3547.701,9974.984,8331.333,7551.980000000001,65.12,89.31,77.89,112.16,false,false,4.83,4.66,累計營收負成長且當月改善不足
26,6669,緯穎,TWSE,電腦及週邊設備業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 4,844.64 且法人籌碼轉弱，再改為減碼。",66.6,100,5000,5000,29.79,41.71,6.31,67.6,153.41,75.95,15.7,6.21,3.51,39,45,-29,-5,163,1304,110,271.498,412.45099999999996,988.278,-493.0830000000003,57.573,92.388,1413.1860000000001,3023.862,4,1,432837780,51.313,4.310999999999996,28.12,187,269,-422,-3109,181.116,268.75,-429.21899999999994,-3281.8579999999997,51.39,39.88,42.37,34.9,false,false,1.25,1.94,20日累積後5日轉為調節；20日趨勢尚未上彎；內部人最高設質比例達50%以上
27,2408,南亞科,TWSE,半導體業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 373.72 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,66.5,100,405,405,621.34,643.12,61.34,19.89,561.77,8.41,34.11,6.12,0.35,33,410,298,2664,4745,62019,1441,-7078.343,-22971.806,-33380.762,-66930.61,-165.797,6248.281000000001,11652.030999999999,50982.864,3,2,2380595061,3459.4719999999998,2675.069,12.41,-7620,-23789,-36493,-104864,-6916.594,-32679.558999999994,-47707.862,-116850.954,48.7,26.33,37.45,4.07,false,true,-3.24,-9.6,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
28,2412,中華電,TWSE,通信網路業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 138.76 且法人籌碼轉弱，再改為減碼。,65.8,100,139,139,11.4,7.83,21.85,24.9,164.38,1.3,27.63,2.72,3.74,34,1680,2604,3307,12770,38192,1288,10514.028,41076.682,14342.725000000002,-23403.968999999997,987.101,1967.9809999999998,10646.705,34641.44899999999,3,2,273549359,2701.9719999999998,-9179.432,16.28,10708,41273,15267,-47303,8462.435,36406.729,12875.452000000003,-51919.87099999999,50.91,58.87,37.32,101.97,false,false,0.49,4.51,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
29,2845,遠東銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 12.85 且法人籌碼轉弱，再改為減碼。,65.6,100,13.4,13.4,20.15,17.21,,92.01,,0.25,15.11,0.91,4.74,7,0,585,537,2634,75581,0,-2668.947,16636.893,31950.411,51193.938,-4,515,2598,75547.804,1,4,6849500,359.10900000000004,452.10900000000004,9.2,-3769,10321,23436,-22561,-2776.947,15762.784,28900.302,-24573.930000000008,60.25,63.71,70.5,50.13,false,true,1.47,0.75,
30,7769,鴻勁,TWSE,半導體業,等待確認,暫停加碼／守防線,"已有部位暫停加碼，以60日EMA約 6,386.18 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。",65.6,100,6500,6500,106.54,91.6,49.98,22.17,439.84,25.7,74.93,17.23,1.08,29,42,67,125,189,154,75,6.772,-51.59299999999999,-42.410999999999966,-452.00199999999995,27.01,160.854,360.82300000000004,-29.526999999999987,5,0,965928270,36.104,54.94399999999999,19.32,-36,-240,-452,-524,-30.875,-248.55100000000002,-458.17800000000005,-476.0210000000001,48.21,43.67,43.65,43.73,true,true,-1.1,1.64,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
31,6533,晶心科,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 212.70 且法人籌碼轉弱，再改為減碼。,65.5,100,234.5,234.5,247.04,62.07,-62.19,28.8,595.6,-3.28,,2.69,,1,0,0,0,0,20,0,132.798,176.18200000000002,173.22899999999998,37.693000000000005,0,0,0,20,0,0,0,-127.75099999999999,48.638999999999996,11.55,103,367,255,399,113.588,303.933,124.58999999999997,-28.826999999999977,62.84,67.35,61.51,79.03,false,false,10.43,4.22,
32,9938,百和,TWSE,其他,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 45.51 且法人籌碼轉弱，再改為減碼。,65.1,100,47.6,47.6,21.21,0.03,12.89,53.72,118.79,0.87,13.56,1.08,6.43,3,4,4,4,-23,1665,0,96.737,507.73500000000007,1255.682,1929.3490000000004,298.037,298.037,270.984,1958.765,1,0,13903426,226.58499999999998,210.83999999999997,9.07,-252,-454,423,-387,-256,-16.886999999999944,773.858,-677.575,64.08,73.23,66.14,87.39,true,true,3.98,4.62,
33,1795,美時,TWSE,生技醫療業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 205.28 且法人籌碼轉弱，再改為減碼。,64.9,100,190.5,190.5,225.46,84.17,22.66,77.65,159.47,2.18,12.89,2.07,1.42,2,0,0,10,33,54,10,275.974,-400.71500000000003,-2178.364,-2291.8919999999994,0,8,30,52.105,2,1,1512000,-65.565,-254.09899999999996,51.9,291,169,-1322,-1408,251.5,-343.15,-1954.2649999999996,-2202.8699999999994,43.53,16.43,27.43,-5.56,false,false,-2.93,-4.51,當下除權息調整價未守20日EMA
34,2801,彰銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 22.48 且法人籌碼轉弱，再改為減碼。,64.8,100,24.3,24.3,9.51,14.62,,93.51,,0.44,14.91,1.24,4.4,17,9818,19563,19419,19261,149255,0,333.95,15531.572000000002,30312.109000000004,73166.90800000001,9803,19333.112,19136.908,149107.623,2,3,461094721,449.76699999999994,272.8069999999999,17.61,-8786,-5232,19119,-74849,-9824.332,-4251.307000000001,10902.393999999998,-73703.05,68.46,73.08,65.41,88.43,true,false,3.08,2.97,
35,2851,中再保,TWSE,金融保險業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 35.66 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,64.8,100,36.15,36.15,6.04,148.43,,60.25,,2.3,6.94,1.22,6.12,2,0,21,93,844,1282,0,36.214,-1019.898,-253.87900000000013,-646.2399999999999,0,93,844,1282,3,1,3343350,136.481,44.39599999999999,8.87,-117,-1210,-1090,-1502,-8.6,-1249.3790000000001,-1142.275,-1453.173,44.43,25.95,36.37,5.11,false,false,-2.88,-3.98,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
36,6196,帆宣,TWSE,其他電子業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 496.10 且法人籌碼轉弱，再改為減碼。,64.6,100,540,540,120.99,39.48,8.25,69.23,128.63,5.08,32.99,6.53,1.25,13,12,81,85,-877,-868,72,-46.201,498.65399999999994,404.4139999999999,842.6989999999996,12,77.564,-884.636,-882.636,4,1,40178152,-47.134000000000015,-168.41000000000003,17.49,-61,460,1442,1931,-33.077,468.224,1457.46,1853.703,49.59,40.53,45.2,31.2,false,true,-1.53,0.19,當下除權息調整價未守20日EMA；內部人最高設質比例達50%以上
37,4916,事欣科,TWSE,電腦及週邊設備業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 97.44 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,64.2,100,107,107,80.52,48.63,6.95,28.74,303.3,4.49,17.42,3.3,0.51,1,2,38,38,38,38,0,-445.407,-3776.353,-3408.48,-12943.81,2,38,38,38,2,0,3712600,-152.356,-14.257000000000001,4.71,-785,-3839,-3498,-12927,-442.897,-3661.9970000000003,-3432.2230000000004,-13028.675000000001,50.9,34.18,39.93,22.67,false,false,0.01,-2.73,外資持股5/10日下降，且外資5日賣超；單季稅前獲利對營業外貢獻依賴偏高
38,8464,億豐,TWSE,居家生活,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 352.68 且法人籌碼轉弱，再改為減碼。,64,100,363,363,11.73,1.69,28.11,34.78,246.69,5.62,16.3,3.87,4.44,11,4,14,8,108,3578,-4,-135.124,510.69,350.716,987.805,4,5.843999999999999,105.211,3576.0020000000004,4,1,2103840,15.421,18.805000000000003,40.61,-189,477,196,-2571,-152.312,489.42499999999995,226.69999999999987,-2621.507,55.53,40.09,39.48,41.32,true,false,1.48,-0.27,主動ETF 5日轉為減碼；內部人最高設質比例達50%以上
39,2383,台光電,TWSE,電子零組件業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若跌破60日EMA約 4,806.27 且法人籌碼轉弱，再改為減碼。",63.9,100,4830,4830,120.69,81.82,21.56,63.41,132.76,14.9,95.34,32.85,0.57,49,52,152,328,1057,1048,145,71.657,598.4000000000001,-673.1059999999999,479.53500000000014,-42.886,146.302,742.293,356.325,4,1,642997290,170.166,185.06600000000003,43.88,-19,163,-1716,-68,74.509,281.932,-1600.465,-92.81200000000024,44.86,24.79,18.11,38.15,true,false,-4.97,-2.82,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
40,2441,超豐,TWSE,半導體業,等待確認,暫停加碼／守防線,已有部位暫停加碼，以60日EMA約 123.96 為趨勢防守參考；若收盤持續跌破且籌碼再惡化，轉為減碼。,63.9,100,124.5,124.5,33.15,21.76,19.56,13.88,325.2,1.4,25.48,2.68,2.52,8,854,1822,2164,3175,-6036,799,976.373,-2366.1620000000003,188.1489999999999,1396.8050000000003,854,2164,3175,-6036,4,1,257516000,-583.156,-884.047,11.44,343,-3721,-1838,6551,323.741,-3947.0060000000003,-2102.8039999999996,8030.602000000001,44.62,25,29.73,15.54,false,false,-6.28,-3.49,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；借券賣出與借券賣出餘額壓力升高
