排名,代號,名稱,市場,產業,新部位建議,既有部位建議,既有部位說明,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,KD-K,KD-D,KD-J,KD近3日黃金交叉,KD近3日死亡交叉,距20EMA%,5日報酬%,淘汰原因
11,2603,長榮,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 201.91 且法人籌碼轉弱，先減碼三分之一。,70.4,100,204,204,30.01,-2.44,10.34,35.3,161.2,3.84,8.78,0.75,7.96,30,663,1709,1796,-1162,-1008,0,1588.823,11075.127,36461.348999999995,64723.748,69.006,381.404,-5095.081999999999,-8614.035999999998,5,0,76662204,500.69699999999995,2351.169,21.51,968,5316,48285,,1340.82,10193.026,39205.262,71797.193,54.78,52.24,57.44,41.86,false,false,1.8,-0.97,
12,2637,慧洋-KY,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 77.74 且法人籌碼轉弱，先減碼三分之一。,69.9,100,78.3,78.3,57.92,32.32,27.6,40.19,109.87,1.6,10.98,1.16,4.48,8,0,-4,5,746,128,0,-478.257,991.51,2953.4580000000005,16720.632,1,1612,2873.653,3556.3350000000005,5,0,125897200,21.159999999999997,-182.51700000000002,24.54,-424,-1590,9422,,-461.414,-641.65,262.32200000000006,13137.858,46.12,27.21,40.4,0.82,false,true,-2.4,-6.56,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
13,2059,川湖,TWSE,電子零組件業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 6,761.10，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",69.6,100,7850,7850,220.52,98.95,67.06,20.2,547.07,36.58,62.94,21.58,0.71,32,49,91,128,138,343,67,-47.476,268.589,489.83700000000005,362.028,54.524,297.337,458.57800000000003,991.1080000000002,5,0,2122986180,34.449999999999996,56.40899999999999,23.85,-113,-79,-519,,-109.265,-63.19799999999999,-25.15,-682.5,53.07,36.5,33.91,41.7,true,false,1.69,1.49,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
14,2317,鴻海,TWSE,其他電子業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 245.66 且法人籌碼轉弱，先減碼三分之一。,69.6,100,250.5,250.5,52.11,34.99,3.57,61.98,145.13,3.56,16.3,1.81,3.12,41,4388,11591,12504,21538,35062,31,-32539.265,-51607.259,19567.514000000003,-10829.323999999993,307.892,3409.761,6484.482000000001,10800.911000000002,5,0,782540150,4985.4310000000005,13223.054,39.89,-34183,-61754,-2491,,-33608.017,-60002.45100000001,-140.02200000000175,-37935.375,53.09,46.94,48.98,42.87,false,false,2.48,-0.79,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；借券賣出與借券賣出餘額壓力升高
15,2812,台中銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 20.12 且法人籌碼轉弱，先減碼三分之一。,69.6,100,20.5,20.5,16.56,22.61,,90.8,,0.4,13.32,1.33,5.13,7,-21,7,50,2922,2831,0,5640.957,32378.517000000003,64178.642,93813.197,-20.722,50.278,2918.6949999999997,2853.4129999999996,4,1,1038241,309.452,393.25300000000004,9.54,5915,21841,63950,,5685.679,32018.787,60866.694,90850.59000000003,54.71,61.16,65.69,52.11,false,true,0.26,0.24,ETF加碼金額或跨基金共識不足
16,3706,神達,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 87.36，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,69.4,100,87.4,87.4,80.93,44.8,3.72,50.24,171.44,1.1,16.05,1.68,4.76,15,-17,1158,1206,8766,31278,0,-1162.327,-2593.644,7746.789000000001,9163.857,-10,1232,8790,27947,4,1,103611200,-1255.364,-2261.951,7.8,-1183,-3091,-2079,,-1160.442,-2570.28,1218.7399999999998,-15272.012000000002,47.15,36.46,44.89,19.59,false,false,-1.41,-4.27,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
17,3231,緯創,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 154.55 且法人籌碼轉弱，先減碼三分之一。,69.1,100,176,176,53.85,94.01,3.44,81.27,120.01,3.06,16.05,2.68,3.44,41,1793,7628,11812,4828,18444,6180,328.171,62426.711,182292.654,156356.11000000002,419.801,20395.036,11586.155,26149.681,5,0,3263205760,120.40200000000004,6561.167000000001,31.35,-1987,45264,205578,,-18.97,41911.273,164145.332,130008.99900000003,61.21,68.76,68.26,69.75,true,true,9.07,-1.68,外資持股趨勢資料不足或期間有非市場異動
18,8271,宇瞻,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 200.47 且法人籌碼轉弱，先減碼三分之一。,69,100,223,223,200.65,251.11,32.85,58.38,158.13,14.54,5.07,2.78,2.18,3,1,1,1,-116,516,0,-937.363,-443.16800000000035,-732.8570000000003,-2512.8540000000003,2,2,-115,543,1,0,408000,-198.21200000000002,-11.470000000000011,8.04,-797,89,326,,-806.831,-246.95600000000013,-606.3870000000003,-2924.1940000000004,59.15,76.49,74.66,80.14,true,true,10.01,4.94,
19,2845,遠東銀,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 12.96 且法人籌碼轉弱，先減碼三分之一。,68.7,100,13.5,13.5,20.15,17.21,,92.01,,0.25,15.28,0.92,4.68,7,3,2049,2558,2481,8519,0,9194.83,22538.694999999996,23361.443999999996,55836.28000000001,3,2558,2477,8002,4,0,34405100,228,202.23199999999997,9.46,10706,15194,27988,,9162.83,19752.695,20682.212,47317.98400000001,60.78,62.8,55.19,78.03,true,false,1.53,1.12,ETF加碼金額或跨基金共識不足
20,3005,神基,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 107.76 且法人籌碼轉弱，先減碼三分之一。,68.6,100,114,114,28.59,7.54,13.51,48.07,174.1,1.74,13.5,2.93,6.17,15,81,159,166,-102,-4751,0,1163.277,2117.512,4093.442,19676.129999999997,3,-37.349,-850.438,-3012.686,4,1,-4108390,169.05900000000003,682.741,14.01,1010,1852,8258,,1003.906,1985.8020000000001,4261.139,20901.159,57.07,41.78,38.35,48.64,true,false,3.07,0.88,
21,2890,永豐金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 36.33 且法人籌碼轉弱，先減碼三分之一。,68,100,40.6,40.6,50.94,55.23,,92.98,,0.76,18.59,2.12,3.35,30,6422,17569,18915,109234,149372,9,4746.587,41590.925,49868.886,131672.49000000002,1291.161,7519.755,53484.139,118632.497,5,0,292142482,7949.027,14618.251,29.15,2083,28501,7910,,3002.446,26122.143,-18233.504,-13956.627,63.39,63.62,53.25,84.34,false,false,4.35,5.32,借券賣出與借券賣出餘額壓力升高
22,2395,研華,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 498.40，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,67.9,100,563,563,73.39,32.18,18.29,40.64,165.38,3.85,42.44,9.57,2.04,30,165,505,538,2502,3355,121,306.281,620.1489999999999,-1122.423,1239.2979999999998,19,953.271,2923.738,3351.051,5,0,521439237,53.621000000000016,407.567,35.2,348,-596,-3662,,287.277,-386.74300000000005,-4453.728,-2810.9279999999985,57.71,49.46,54.88,38.64,false,false,3.17,-3.1,外資持股5/10日下降，且外資5日賣超
23,6533,晶心科,TWSE,半導體業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 212.66 且法人籌碼轉弱，先減碼三分之一。,67.9,100,222,222,247.04,62.07,-62.19,28.8,595.6,-3.28,,2.35,,1,0,3,3,3,3,0,118.138,220.17100000000002,-99.37799999999996,-88.68299999999996,0,3,3,8,1,0,606000,-17.966,-10.520999999999997,11.12,119,228,51,,123.961,235.13699999999997,-91.85700000000008,-109.14500000000008,55.07,36.87,32.37,45.86,true,false,4.63,2.3,ETF加碼金額或跨基金共識不足
24,6669,緯穎,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 4,970.91，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",66.6,100,5390,5390,29.79,41.71,6.31,67.6,153.41,75.95,16.43,6.5,3.35,39,71,241,531,155,1011,424,-143.033,1041.326,1895.4950000000001,3235.9450000000006,192.119,1584.007,1605.8690000000001,3777.084,5,0,7761634300,32.642,150.692,28.07,-322,-594,-270,,-314.162,-575.3230000000001,138.9339999999999,-730.0890000000002,54.74,51.45,57.99,38.39,false,true,4.23,-5.93,外資持股5/10日下降，且外資5日賣超
25,1808,潤隆,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 30.97 且法人籌碼轉弱，先減碼三分之一。,66.5,100,33,33,162537.27,17993.12,22.8,73.51,175.66,1.06,12.11,2.12,4.62,1,0,0,0,0,0,0,701.848,1530.033,3054.167,5645.694999999999,0,0,0,0,0,0,0,-13,46,4.69,672,1578,5620,,658.848,1543.033,3008.167,5584.694999999999,63.43,66.5,65.11,69.29,true,false,4.23,2.33,
26,2330,台積電,TWSE,半導體業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 2,313.61，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",66.2,100,2425,2425,67.87,35.61,58.1,31.5,248.83,22.08,29.65,9.71,1,66,8531,19597,21772,37423,50240,-942,-1380.555,-24763.353,-63088.796,-92415.45,939.367,3992.7529999999997,8122.504000000001,17681.055,5,0,8804020365,13369.935999999998,19948.114,69.13,-6862,-48156,-137714,,-3957.455,-42126.042,-91159.41399999999,-135461.47900000002,54.64,42.62,32.72,62.41,true,false,2.92,3.19,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
27,3665,貿聯-KY,TWSE,其他電子業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 2,054.43 且法人籌碼轉弱，先減碼三分之一。",66.1,100,2100,2100,63.79,33.97,14.9,45.52,223.16,11.66,38.55,7.99,0.79,37,149,766,1004,2379,2782,645,-358.789,224.232,2316.5099999999998,3668.948,369.024,2226.3410000000003,6154.599,7505.4,5,0,4252311310,-50.899,2.3870000000000005,52.69,-354,-1293,-980,,-690.187,-1951.2100000000003,-3840.476,-3838.9689999999996,52.51,56.46,62.98,43.44,false,true,3.15,-4.76,外資持股趨勢資料不足或期間有非市場異動；借券賣出與借券賣出餘額壓力升高
28,6446,藥華藥,TWSE,生技醫療業,等待確認,續抱觀察,"已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 1,014.34 且法人籌碼轉弱，先減碼三分之一。",65.9,100,1060,1060,94.88,74.59,40.75,14.06,652.75,5.79,64.26,11.06,0.25,17,2,12,137,77,439,128,25.21,-373.14199999999994,-606.506,-3119.6369999999997,4.817,140.328,47.72500000000001,454.738,4,0,143836200,22.686,15.986999999999995,25.01,146,303,-2406,,22.906,-536.156,-670.2180000000001,-3549.208,43.55,13.88,13.49,14.66,true,false,-7.11,-6.61,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
29,2605,新興,TWSE,航運業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 31.54 且法人籌碼轉弱，先減碼三分之一。,65.8,85,30.35,30.35,51.62,32.98,35.32,22.98,186.53,0.66,14.33,0.99,3.34,1,0,0,4,185,185,0,-1529.844,1762.2179999999998,4115.008,11894.436000000002,5,22,207,199,5,0,658900,-1245.341,-1260.003,48.93,-1213,2541,9238,,-1233.576,2985.559,5168.011,12433.907000000001,45.49,29.05,42.7,1.74,false,false,-2.03,-6.04,當下除權息調整價未守20日EMA
30,2884,玉山金,TWSE,金融保險業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 34.54 且法人籌碼轉弱，先減碼三分之一。,65.6,100,38.65,38.65,25.3,24.84,,93.91,,0.62,17.14,2.14,3.71,29,6316,15873,17408,38631,64299,114,29696.373,60767.02099999999,179201.753,276310.574,256.365,3163.762,6962.003000000001,-5962.102,5,0,119273827,10357.182999999999,23682.73,31.92,26716,45059,202759,,28515.494,47246.076,148557.02,249132.72700000007,74.25,81.98,75.42,95.11,true,false,7.55,7.51,
31,2006,東和鋼鐵,TWSE,鋼鐵工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 69.96 且法人籌碼轉弱，先減碼三分之一。,65.4,100,74.6,74.6,9.01,-1.3,10.22,37.35,152.88,1.66,11.07,1.65,5.86,11,11,264,1048,1664,3551,0,1217.282,4450.089,7706.085,15057.274000000001,16.2,1065.839,1641.7599999999998,3749.0199999999995,5,0,78232583,-38.733,-72.10199999999999,25.57,1841,4213,13076,,1193.22,3422.983,6136.4270000000015,11362.004000000004,69.59,88.8,81.23,103.93,false,false,4.37,3.9,累計營收負成長且當月改善不足
32,2376,技嘉,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 327.20，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,65.3,100,336.5,336.5,68.55,48.36,7.06,72.95,137.4,7.86,14.88,3.3,3.77,31,308,528,1381,5351,9413,-909,70.526,-2777.48,-3555.748,-5163.838999999999,228.906,-355.7519999999999,2986.715,6504.616000000001,4,1,-113307012,-61.253000000000014,1047.073,19.93,-655,-3459,-8397,,-213.035,-2360.475,-7589.536,-13426.726,50.03,41.54,49.71,25.22,false,false,0.05,-5.08,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
33,1101,台泥,TWSE,水泥工業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 24.06 且法人籌碼轉弱，先減碼三分之一。,63.9,100,24.3,24.3,32.4,1.54,8.42,49.01,223.86,0.1,,0.77,3.33,7,-15,4,4,-3761,-4008,0,2003.153,38578.971,59618.268,437.9229999999807,20,127,-3647,-3860,4,0,3054350,717.723,143.72699999999995,14.53,3855,44683,90733,,1574.9,37734.248,63121.541,5241.110000000001,54.58,54.34,65.02,32.98,false,true,1.47,2.1,
34,2360,致茂,TWSE,其他電子業,等待確認,暫停加碼／跌破減碼,"已有部位暫停加碼；若收盤跌破60日EMA約 2,052.52，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。",63.7,100,2100,2100,73.02,90.6,40.45,47.77,158.31,9.12,60.23,29.17,1.02,45,885,1134,1133,1687,2114,755,-517.543,-547.3109999999999,-1209.6789999999996,-1219.3539999999996,1518.157,3070.116,5099.759999999999,3805.6919999999996,5,0,5863921560,202.345,408.01599999999996,58.27,-2071,-3915,-5298,,-2059.76,-3819.7720000000004,-6717.455,-5458.303,52.75,53.96,53.66,54.57,true,false,4.32,0.96,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；官方重大訊息出現高風險關鍵字，須查原文
35,2425,承啟,TWSE,電腦及週邊設備業,等待確認,暫停加碼／跌破減碼,已有部位暫停加碼；若收盤跌破60日EMA約 39.42，且下一交易日仍未收復，先減碼三分之一；若ETF或外資繼續轉弱，再分批降低部位。,63.6,85,46.95,46.95,375.57,116.51,0.01,54.57,183.46,0.62,,1.64,0.23,1,2,2,12,208,208,0,-117.441,-1255.1490000000001,-1677.237,-2006.4409999999998,2,12,208,208,3,0,512400,-18.285,-36.172,8.73,165,-377,-1097,,-26.441,-1248.864,-1849.065,-2230.577,61.03,60.86,56.21,70.16,true,true,8.27,0.21,外資持股5/10日下降，且外資5日賣超；單季稅前獲利對營業外貢獻依賴偏高
36,2542,興富發,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 42.72 且法人籌碼轉弱，先減碼三分之一。,63.5,100,44,44,16.47,461.12,24.17,75.42,144.92,1.15,13.65,1.7,9.02,10,-13,177,297,34125,41291,0,2695.351,1319.799,7708.437,15244.924000000003,-13,314.6,34624.6,41706.6,4,1,13952510,2466.1549999999997,4768.6900000000005,8.16,3458,4135,-8214,,2570.648,-1460.9559999999997,-31684.853000000003,-31036.165000000008,52.79,56.29,55.07,58.74,true,false,0.59,-0.45,
37,2539,櫻花建,TWSE,建材營造,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 40.51 且法人籌碼轉弱，先減碼三分之一。,63.4,100,42.65,42.65,79.55,22.59,40.49,41.67,297.64,0.68,15.18,2.74,6.52,3,0,0,8,-154,-154,0,110.424,2592.0789999999997,3192.2050000000004,5598.483,0,8,-154,-745.81,1,0,343600,17.248000000000008,69.99,2.28,303,2673,4009,,93.424,2566.831,3276.215,6261.228,65.65,73.2,68.68,82.25,false,false,4.41,5.18,
38,2727,王品,TWSE,觀光餐旅,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 233.79 且法人籌碼轉弱，先減碼三分之一。,63.4,100,234.5,234.5,16.59,12.08,8.25,76.35,99.96,5.04,13.94,5.01,6.95,2,0,0,0,1,1,0,992.401,2051.573,2797.85,703.9790000000002,1,3,4,-159.752,3,0,696000,-103.953,-171.543,31.26,1082,1801,1262,,998,2152.526,2965.3929999999996,1148.05,52.97,71.25,61.46,90.85,false,false,1.56,6.35,20日趨勢尚未上彎
39,2915,潤泰全,TWSE,貿易百貨,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 50.09 且法人籌碼轉弱，先減碼三分之一。,63.3,100,52.2,52.2,12.84,-22.99,-1.96,9.9,483.12,2.59,6.03,0.48,3.7,3,0,0,0,1,-411,0,863.321,3103.2200000000003,5296.858000000001,1809.3730000000019,0,0,1,-345,0,0,0,62.97700000000001,-122.464,5.64,933,6356,-785,,858.321,3040.243,5418.322,2053.7250000000004,56.24,48.47,40.54,64.33,true,false,1.5,1.56,20日趨勢尚未上彎；單季稅前獲利對營業外貢獻依賴偏高
40,2356,英業達,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 61.24 且法人籌碼轉弱，先減碼三分之一。,63.2,100,61.8,61.8,61.62,36.83,1.8,80.71,109.27,0.68,21.86,2.81,3.48,23,592,2109,2266,-18061,14612,0,-3762.2,8820.833,30461.765,10094.015,181.689,1203.796,-26271.915999999997,4347.811999999998,5,0,69218270,-1184.1599999999999,924.3170000000002,17.31,-3466,22699,54305,,-3455.222,8801.197,55809.363999999994,6913.967000000001,48.29,42.75,41.4,45.46,true,true,-0.8,-4.19,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
41,3022,威強電,TWSE,電腦及週邊設備業,等待確認,續抱觀察,已有部位可續抱觀察，但暫不追價；若收盤跌破60日EMA約 81.75 且法人籌碼轉弱，先減碼三分之一。,63,100,85,85,79.97,18.78,2.29,27.05,323.07,0.96,23.65,1.28,4.19,2,0,0,0,-2,5,0,-60.133,813.086,3620.903,5914.438000000001,0,0,-2.608,11.936,0,0,0,-126.43300000000002,16.529999999999983,21.27,173,1704,6317,,-40.609,939.519,3606.9809999999998,5885.038,48.28,50.1,57.98,34.33,false,true,-2.09,-9.57,當下除權息調整價未守20日EMA；單季稅前獲利對營業外貢獻依賴偏高
